# timestamp tx ty tz qx qy qz qw
1654232877.66858101 -0.00370388 -0.00192885 0.00139956 -0.00010996 -0.00012633 0.00003075 0.99999999
1654232889.86704993 2.00183852 0.01137438 -0.08871339 0.00345898 -0.00012003 -0.00005102 0.99999401
1654232891.20367599 4.09898665 0.04812056 -0.15231806 0.00470467 0.00050121 -0.01633918 0.99985531
1654232892.14020991 6.16288024 -0.03428882 -0.24597595 0.00443618 -0.00022173 -0.04982371 0.99874815
1654232892.86301804 8.32935534 -0.21786108 -0.30701012 0.00408898 0.00057070 -0.07214602 0.99738554
1654232893.46457291 10.48061342 -0.51136284 -0.38620908 0.00392191 0.00022946 -0.07809751 0.99693798
1654232893.96222901 12.50719124 -0.78218769 -0.47075278 0.00521328 0.00048009 -0.07817711 0.99692574
1654232894.46747708 14.76263354 -1.09390148 -0.56175473 0.00547411 0.00062951 -0.07499545 0.99716865
1654232894.96402192 17.19302640 -1.40135791 -0.68007444 0.00665269 0.00017396 -0.06757425 0.99769205
1654232895.37194300 19.32540442 -1.66015249 -0.74562317 0.00558581 0.00113321 -0.06028875 0.99816471
1654232895.79328609 21.64138359 -1.87218554 -0.86862669 0.00718521 0.00072734 -0.05224209 0.99860834
1654232896.19932508 23.97966804 -2.07827320 -0.97220942 0.00708084 0.00102196 -0.04361792 0.99902267
1654232896.62462091 26.47039438 -2.24027972 -1.06262419 0.00810418 0.00132910 -0.03516473 0.99934779
1654232897.03373003 28.91436829 -2.36546924 -1.17025528 0.00820177 0.00147603 -0.02949154 0.99953029
1654232897.36885691 30.93499253 -2.44570245 -1.24114816 0.00785927 0.00159082 -0.02809580 0.99957307
1654232897.70028710 32.96372075 -2.51242489 -1.32253437 0.00742019 0.00239048 -0.02830672 0.99956888
1654232898.03227711 35.05656607 -2.57902879 -1.40280239 0.00684215 0.00248410 -0.02869984 0.99956157
1654232898.36420107 37.17533212 -2.66141433 -1.52676967 0.00800089 0.00167161 -0.02936039 0.99953547
1654232898.70217991 39.33050003 -2.72540530 -1.65160546 0.00948362 0.00146656 -0.03040703 0.99949153
1654232899.02858591 41.46707355 -2.81580183 -1.80043596 0.00974621 0.00060524 -0.03191730 0.99944281
1654232899.36151099 43.63088783 -2.92129919 -1.89469349 0.00944675 0.00047415 -0.03558749 0.99932180
1654232899.69496393 45.77091453 -3.05894782 -1.96082591 0.01082218 0.00017326 -0.04162023 0.99907488
1654232900.03075194 47.87600402 -3.19772864 -2.04803891 0.01094105 0.00007884 -0.04759531 0.99880677
1654232900.36379004 50.03527544 -3.34305937 -2.09949477 0.01012022 0.00096766 -0.05319272 0.99853251
1654232900.69506502 52.17757165 -3.51902062 -2.17765798 0.00978127 0.00121271 -0.05809555 0.99826237
1654232901.03072500 54.36586238 -3.71756015 -2.27501345 0.00821305 0.00159666 -0.06223955 0.99802617
1654232901.36333489 56.56461368 -3.96929545 -2.37430001 0.00893878 0.00140596 -0.06613169 0.99776987
1654232901.69712210 58.78413541 -4.20498769 -2.46531575 0.00987707 0.00136399 -0.07024674 0.99747981
1654232902.02468204 61.01432643 -4.46801522 -2.52986765 0.01049943 0.00164186 -0.07375569 0.99721972
1654232902.35827804 63.28306983 -4.76021909 -2.63864135 0.01055585 0.00099482 -0.07569661 0.99707452
1654232902.69430900 65.57326872 -5.06798148 -2.77251315 0.01035408 0.00130310 -0.07861702 0.99685027
1654232903.02767396 67.87683867 -5.41889734 -2.88018340 0.00928885 0.00097919 -0.08640925 0.99621594
1654232903.36170101 70.19416069 -5.82636464 -2.89594005 0.00597719 0.00150119 -0.09650154 0.99531376
1654232903.69305706 72.51558881 -6.17190384 -2.89855938 0.00650651 0.00224872 -0.10763515 0.99416663
1654232904.02655506 74.89398217 -6.66990033 -2.98757878 0.00633570 0.00254669 -0.11718081 0.99308712
1654232904.35892606 77.30563704 -7.22323855 -3.06845141 0.00619883 0.00290865 -0.12657823 0.99193300
1654232904.69343591 79.73310379 -7.80515995 -3.19054543 0.00403518 0.00291386 -0.13468095 0.99087652
1654232905.02753711 82.19624798 -8.43487179 -3.32263372 0.00328177 0.00300394 -0.14208574 0.98984436
1654232905.36023092 84.71462234 -9.06889206 -3.41999715 0.00359555 0.00317040 -0.14950646 0.98874913
1654232905.69652104 87.24174310 -9.76462244 -3.53084588 0.00310335 0.00307718 -0.15693491 0.98759928
1654232905.94490600 89.15207965 -10.36256411 -3.63964009 0.00233054 0.00308677 -0.16211918 0.98676361
1654232906.20066404 91.12558493 -10.99441046 -3.69635960 0.00158962 0.00338388 -0.16673970 0.98599386
1654232906.44321299 93.03268815 -11.61381964 -3.75480298 0.00222546 0.00414199 -0.17112489 0.98523812
1654232906.70138502 95.00736548 -12.27780960 -3.89293170 0.00149375 0.00298411 -0.17458382 0.98463666
1654232907.03540111 97.55695843 -13.16528348 -4.01983286 0.00090099 0.00339169 -0.17925798 0.98379584
1654232907.28216004 99.44052397 -13.83532091 -4.09582648 0.00156390 0.00358562 -0.18122876 0.98343319
1654232907.53824592 101.34320069 -14.52494360 -4.17444499 0.00010420 0.00375051 -0.18354957 0.98300330
1654232907.87364602 103.79739314 -15.42936284 -4.32159766 -0.00040335 0.00358873 -0.18610665 0.98252291
1654232908.20399499 106.23448325 -16.33048906 -4.45927565 -0.00139235 0.00359072 -0.18928766 0.98191413
1654232908.53630805 108.66955473 -17.23762131 -4.57826084 -0.00023498 0.00386885 -0.19263628 0.98126257
1654232908.86914110 111.09653362 -18.16879206 -4.69079289 -0.00051862 0.00402505 -0.19712726 0.98036951
1654232909.20446110 113.49549807 -19.13332840 -4.77860688 -0.00139522 0.00438048 -0.20121070 0.97953720
1654232909.53717494 115.91545737 -20.10094968 -4.88866825 -0.00193424 0.00449552 -0.20657792 0.97841791
1654232909.86969304 118.31991869 -21.09169393 -5.03207972 -0.00270565 0.00424386 -0.21240675 0.97716838
1654232910.20838904 120.76211559 -22.14807659 -5.16479651 -0.00296771 0.00392380 -0.21774391 0.97599354
1654232910.53810406 123.11990571 -23.21183365 -5.29271898 -0.00303783 0.00402750 -0.22385365 0.97460971
1654232910.87021089 125.51032961 -24.29895990 -5.44771181 -0.00475549 0.00363509 -0.23059268 0.97303196
1654232911.20398688 127.86503690 -25.39963347 -5.55387633 -0.00693281 0.00332662 -0.23683499 0.97151946
1654232911.53641295 130.18910437 -26.53126661 -5.63416282 -0.00716978 0.00405348 -0.24234578 0.97015498
1654232911.87095189 132.53413565 -27.70384764 -5.74713527 -0.00852673 0.00437765 -0.24830640 0.96863412
1654232912.20207310 134.84912279 -28.87862429 -5.83519384 -0.00922828 0.00459286 -0.25438135 0.96704905
1654232912.53135991 137.14957040 -30.10670631 -5.97159773 -0.00892569 0.00434769 -0.25929130 0.96574813
1654232912.86260390 139.43536681 -31.37362769 -6.10194770 -0.00816063 0.00385234 -0.26351413 0.96461333
1654232913.19807196 141.71970021 -32.66116625 -6.19881471 -0.01195700 0.00468779 -0.26795617 0.96334550
1654232913.52897406 143.98498813 -33.96458246 -6.33309297 -0.00815438 0.00376922 -0.27108016 0.96251486
1654232913.86437011 146.24362601 -35.27633421 -6.44173078 -0.00780220 0.00353908 -0.27322491 0.96191203
1654232914.19807196 148.52199791 -36.59687908 -6.52755877 -0.01073629 0.00432392 -0.27498466 0.96137894
1654232914.53230190 150.77433171 -37.95379561 -6.64683589 -0.00963116 0.00428120 -0.27602409 0.96109293
1654232914.86824012 153.02912910 -39.33423417 -6.72483240 -0.01025468 0.00483357 -0.27713148 0.96076512
1654232915.19760394 155.28290443 -40.66133060 -6.86071047 -0.01043589 0.00472411 -0.27779144 0.96057311
1654232915.53301406 157.57193750 -42.04164976 -6.96547069 -0.01046850 0.00513937 -0.27794240 0.96052695
1654232915.86787200 159.83610655 -43.38615525 -7.07981522 -0.00867062 0.00433472 -0.27921389 0.96018000
1654232916.19769907 162.09328133 -44.74231569 -7.14839195 -0.00822249 0.00506909 -0.27908267 0.96021850
1654232916.53007388 164.35897021 -46.09048657 -7.22469659 -0.00746499 0.00730731 -0.27992100 0.95996620
1654232916.86605000 166.63919353 -47.43718071 -7.32020342 -0.00772719 0.00533141 -0.27898701 0.96024899
1654232917.20045495 168.88773890 -48.79832583 -7.43191167 -0.00750781 0.00654985 -0.27864706 0.96034189
1654232917.53190804 171.15664327 -50.15218456 -7.55904111 -0.00629363 0.00582369 -0.27758136 0.96066387
1654232917.78838110 172.87385258 -51.18444600 -7.65589782 -0.00585187 0.00543011 -0.27700349 0.96083575
1654232918.11681104 175.10772219 -52.53658103 -7.79183640 -0.00478861 0.00558506 -0.27615891 0.96108383
1654232918.45140195 177.35393871 -53.91927909 -7.88471536 -0.00631104 0.00628258 -0.27616292 0.96106958
1654232918.78193593 179.62210290 -55.26153179 -7.97600569 -0.00569436 0.00692719 -0.27659204 0.96094559
1654232919.11153889 181.87009468 -56.60308614 -8.11746208 -0.00491567 0.00753475 -0.27705933 0.96081069
1654232919.44986010 184.10945670 -58.01177195 -8.22598161 -0.00592141 0.00769357 -0.27677220 0.96088652
1654232919.78310990 186.36526913 -59.33313771 -8.36793926 -0.00666446 0.00768419 -0.27768315 0.96061887
1654232920.11329103 188.59439271 -60.67157357 -8.50878488 -0.00731746 0.00776249 -0.27840981 0.96040313
1654232920.44592094 190.82287225 -62.02922767 -8.66756886 -0.00959937 0.00766272 -0.27862373 0.96032180
1654232920.78204107 193.05613765 -63.35926130 -8.77559188 -0.01041904 0.00799873 -0.27936677 0.96009462
1654232921.11595392 195.26671676 -64.70635766 -8.87813787 -0.01267260 0.00820216 -0.27971451 0.95996454
1654232921.44840407 197.49054723 -66.06490243 -8.99930261 -0.01421905 0.00835425 -0.27965481 0.95995896
