# timestamp tx ty tz qx qy qz qw
1654231599.64739203 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000
1654231604.65009999 0.14947064 -0.00054299 0.03835767 -0.00109357 0.00005002 0.00016842 0.99999939
1654231609.70053005 1.93292398 0.03510715 -0.03542725 0.00362548 0.00051340 -0.00540947 0.99997866
1654231610.70529890 4.12000778 0.04171541 -0.12786790 0.00267756 0.00015944 -0.02066037 0.99978295
1654231611.47997594 6.26931788 -0.02544806 -0.22079847 0.00088488 0.00021595 -0.04041081 0.99918273
1654231612.14286208 8.43511138 -0.20103858 -0.31019013 0.00007533 -0.00042027 -0.06427945 0.99793185
1654231612.70727205 10.50186316 -0.46445899 -0.38681860 -0.00162985 -0.00074272 -0.08860045 0.99606564
1654231613.31332588 12.49259695 -0.80462267 -0.47655429 -0.00212506 -0.00111321 -0.10910575 0.99402725
1654231613.86873198 14.51505552 -1.23392394 -0.56513045 -0.00251745 -0.00129076 -0.12152300 0.99258458
1654231614.46748304 16.60576650 -1.72161774 -0.65077237 -0.00319849 -0.00142358 -0.12941632 0.99158417
1654231615.03366804 18.70032107 -2.25367687 -0.73846068 -0.00352129 -0.00160733 -0.13967867 0.99018932
1654231615.63128090 20.71242950 -2.79179774 -0.81314573 -0.00379644 -0.00145654 -0.14012662 0.99012524
1654231616.19804811 22.65172773 -3.30627777 -0.88136014 -0.00434598 -0.00131029 -0.13272166 0.99114296
1654231616.86927390 24.83294176 -3.85349845 -0.97266294 -0.00366110 -0.00122016 -0.12270396 0.99243581
1654231617.53227091 26.97812283 -4.33436378 -1.03686070 -0.00412452 -0.00063236 -0.11119148 0.99379024
1654231618.19718504 29.08028735 -4.75195790 -1.06233351 -0.00532632 -0.00001751 -0.09604502 0.99536274
1654231618.86579108 31.19888293 -5.09357440 -1.12906930 -0.00360777 0.00110000 -0.06683333 0.99775702
1654231619.52469301 33.41559249 -5.29610093 -1.22054345 -0.00252695 0.00302177 -0.02006814 0.99979085
1654231620.13153791 35.43359707 -5.27940121 -1.31707457 0.00044249 0.00426055 0.03276861 0.99945379
1654231620.69556189 37.44429986 -5.06765390 -1.41998590 0.00409439 0.00568875 0.09761038 0.99520002
1654231621.29310799 39.45015637 -4.55660043 -1.53685949 0.00765590 0.00691400 0.15685054 0.98756847
1654231621.86088800 41.46512345 -3.80342044 -1.64507265 0.01036775 0.00857030 0.21429190 0.97667704
1654231622.45936108 43.39433311 -2.78619871 -1.75291273 0.01386576 0.00940677 0.26814338 0.96323329
1654231623.02547789 45.29707024 -1.47523076 -1.84461117 0.01750923 0.01100357 0.31965557 0.94730812
1654231623.52978301 46.87662392 -0.13877752 -1.94073069 0.01934890 0.01231277 0.36493757 0.93074948
1654231624.03124595 48.35018668 1.37174173 -2.03510227 0.02183872 0.01359912 0.40981333 0.91180654
1654231624.53111196 49.68972940 3.03368649 -2.13896867 0.02432068 0.01436541 0.45205546 0.89154249
1654231625.03126907 50.86380499 4.80299716 -2.24654978 0.02906973 0.01467721 0.49349638 0.86913800
