# timestamp tx ty tz qx qy qz qw
1645868413.31307793 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 1.00000000
1645868421.35990405 0.51730011 -0.00197795 -0.02558310 0.00248082 -0.00039478 0.03429369 0.99940864
1645868422.85917091 1.01963518 0.03926962 -0.02867116 0.00402791 0.00018505 0.06387539 0.99794974
1645868424.45601296 1.53113033 0.11864736 -0.03527327 0.00559380 0.00096093 0.09329284 0.99562253
1645868426.28058100 2.04026692 0.20247507 -0.04703368 0.00693400 0.00099909 0.11347445 0.99351622
1645868428.02282691 2.52878886 0.34164374 -0.10617483 0.00483514 0.00065904 0.12968974 0.99154262
1645868429.85609508 3.00966864 0.48018258 -0.12257639 0.00573535 0.00077321 0.14050680 0.99006280
1645868431.27968597 3.50046129 0.64946092 -0.13413684 0.00810955 0.00098245 0.14526207 0.98935949
1645868432.69254303 4.00048981 0.82620861 -0.14867595 0.00796414 0.00111066 0.14968325 0.98870130
1645868434.11520100 4.46597924 1.00942262 -0.16485556 0.00801713 0.00137227 0.15308237 0.98817996
1645868435.61430812 4.94565646 1.16781034 -0.17191435 0.00876707 0.00195820 0.15700163 0.98755749
1645868437.02479911 5.42044109 1.33592434 -0.19103098 0.00853805 0.00236445 0.16664003 0.98597800
1645868438.45106411 5.91090812 1.51299184 -0.21138439 0.00813326 0.00189300 0.16756734 0.98582526
1645868439.86235690 6.39107411 1.69416918 -0.23060531 0.00881941 0.00203545 0.17000365 0.98540186
1645868441.35720301 6.86649094 1.89431680 -0.24945995 0.00939616 0.00177997 0.18043714 0.98354003
1645868442.69363499 7.32699803 2.09044213 -0.26718687 0.01053786 0.00156472 0.18529513 0.98262517
1645868444.12191296 7.81114234 2.28697321 -0.24582837 0.01167215 0.00360252 0.18398029 0.98285403
1645868445.35870194 8.29256772 2.48519089 -0.28221008 0.01133701 0.00341421 0.17976107 0.98363905
1645868446.62703896 8.78392753 2.66836819 -0.31789036 0.01137858 0.00355581 0.17503553 0.98448994
1645868447.78591108 9.26805017 2.86124673 -0.34822887 0.00880597 0.00196212 0.16996937 0.98540805
1645868448.95332599 9.75977285 3.04517263 -0.36782283 0.00748532 0.00108990 0.16592057 0.98611011
1645868450.12253809 10.24164277 3.23368404 -0.37687547 0.00939228 0.00091951 0.16924760 0.98552838
1645868451.29287696 10.73546906 3.39818438 -0.34636961 0.00798769 0.00120968 0.18921666 0.98190213
1645868452.52640390 11.19196938 3.61455321 -0.39975207 0.00814107 0.00152841 0.21015768 0.97763241
1645868453.96970606 11.64743811 3.82557882 -0.43500030 0.00667237 0.00192041 0.22873256 0.97346454
1645868455.47154593 12.09480278 4.07072674 -0.46884422 0.00748481 0.00198563 0.24745623 0.96886813
1645868456.80591106 12.52540996 4.32570579 -0.49371175 0.00780098 0.00237015 0.26529819 0.96413194
1645868458.02440906 12.97202149 4.58686774 -0.50590528 0.00799553 0.00279138 0.27737178 0.96072534
1645868459.30713892 13.38920973 4.88775173 -0.53125424 0.00827338 0.00302884 0.28203886 0.95936253
1645868460.65254498 13.83456471 5.17386998 -0.58491659 0.00681988 0.00206613 0.22732311 0.97379332
1645868462.14250207 14.28781887 5.42390189 -0.63127320 0.00535042 0.00127771 0.19268445 0.98124535
1645868463.63800406 14.76459285 5.61051324 -0.64449817 0.00476601 0.00135910 0.17359949 0.98480387
1645868464.82080793 15.23921875 5.79905447 -0.66829128 0.00368746 0.00058653 0.15524232 0.98786936
1645868465.96499801 15.72194242 5.99046648 -0.70584120 0.00273698 0.00031062 0.12754639 0.99182878
1645868467.02449489 16.22413719 6.13426242 -0.73168213 0.00140051 -0.00044455 0.09558425 0.99542026
1645868468.19236398 16.72106933 6.24801801 -0.75479009 0.00216485 -0.00005777 0.11730687 0.99309335
1645868469.68989611 17.20093581 6.44707939 -0.76222483 0.00167916 -0.00061730 0.11692447 0.99313920
1645868471.12594509 17.65609922 6.65883452 -0.78966677 0.00191685 -0.00273598 0.10822698 0.99412060
1645868472.19067001 18.13315703 6.81955001 -0.79240022 0.00061367 -0.00319314 0.07267120 0.99735065
1645868473.28741598 18.64817172 6.95748348 -0.83090404 -0.00021942 -0.00395140 0.02132629 0.99976474
1645868474.35489511 19.14615351 7.02494186 -0.85013566 -0.00132850 -0.00428075 -0.00661854 0.99996805
1645868475.45322895 19.66722451 7.07926637 -0.86874387 -0.00233710 -0.00454425 -0.02071110 0.99977244
1645868476.68948197 20.19106181 7.10253367 -0.87886505 -0.00342608 -0.00430357 -0.01444539 0.99988053
1645868477.94403291 20.72326248 7.12663333 -0.87144862 -0.00271969 -0.00462413 -0.01808465 0.99982207
1645868479.02307796 21.22546897 7.14267012 -0.88208724 -0.00348312 -0.00518152 -0.04555617 0.99894227
1645868479.95033503 21.74436062 7.11151736 -0.91464886 -0.00266393 -0.00451389 -0.02230652 0.99973744
1645868480.78540897 22.24443175 7.10861899 -0.98117893 -0.00272296 -0.00450269 -0.01467083 0.99987853
1645868481.62635994 22.74419507 7.11125158 -1.02004391 -0.00401603 -0.00552387 -0.04777419 0.99883481
1645868482.44871092 23.29405365 7.07591214 -1.03830144 -0.00421751 -0.00582397 -0.05941900 0.99820723
1645868483.18743896 23.83918459 7.05048932 -1.05956561 -0.00070129 -0.00503098 -0.04665025 0.99889837
1645868483.94444203 24.38717970 7.02011397 -1.07513796 0.00134494 -0.00525599 -0.03660826 0.99931497
1645868484.68744898 24.94550071 7.01994526 -1.07613609 -0.00037783 -0.00415109 -0.03437509 0.99940031
1645868485.52042794 25.47504928 7.01815433 -1.08938551 -0.00075974 -0.00408124 -0.04103969 0.99914889
1645868486.35580993 25.98941375 7.02142308 -1.10762333 -0.00018287 -0.00452760 -0.04791260 0.99884125
1645868487.18662691 26.50442329 6.99905966 -1.12865308 0.00082805 -0.00416309 -0.02652726 0.99963908
1645868488.02395296 27.03663375 6.99687368 -1.13576184 0.00124910 -0.00403057 -0.02218636 0.99974495
1645868488.85629797 27.54351473 6.98233231 -1.14374456 0.00087583 -0.00397103 -0.02450988 0.99969132
1645868489.68729806 28.06430425 6.97839816 -1.16013094 0.00101430 -0.00393629 -0.03127644 0.99950251
1645868490.69297194 28.57895578 6.98125066 -1.17214541 0.00103386 -0.00398269 -0.02641427 0.99964261
1645868491.62178111 29.09951754 6.96907357 -1.18549914 0.00144639 -0.00431408 -0.03783928 0.99927348
1645868492.52166605 29.63787069 6.92406170 -1.20752153 0.00132009 -0.00461398 -0.04616460 0.99892232
1645868493.46669507 30.15254772 6.89137278 -1.21980868 0.00198777 -0.00450295 -0.04365524 0.99903453
1645868494.35580897 30.68489967 6.85842649 -1.23620947 0.00256173 -0.00393930 -0.03242845 0.99946301
1645868495.35406089 31.23067039 6.83384265 -1.25253548 0.00305477 -0.00370768 -0.03179955 0.99948272
1645868496.35358596 31.77130509 6.81042891 -1.29383760 0.00652278 -0.00520011 -0.02859482 0.99955628
1645868497.45251989 32.29043452 6.78830904 -1.30019477 0.00664721 -0.00512986 -0.01810360 0.99980086
1645868498.28792191 32.82108250 6.77127367 -1.31323402 0.00632873 -0.00468044 -0.00235997 0.99996624
1645868499.01682091 33.34534684 6.77002875 -1.36759746 0.00648505 -0.00456680 0.01396820 0.99987098
1645868499.78011203 33.86707850 6.79627591 -1.39589893 0.00560815 -0.00478826 0.00286789 0.99996870
1645868500.61588907 34.37169735 6.79317797 -1.37992922 0.00551594 -0.00435358 -0.01393664 0.99987819
1645868501.51910210 34.87303825 6.79513756 -1.39491547 0.00455519 -0.00406057 -0.01589027 0.99985512
1645868502.62300396 35.40364003 6.79146430 -1.33622661 0.00470286 -0.00369586 -0.00834158 0.99994732
1645868503.35415602 35.89794689 6.81742266 -1.41902176 0.00372161 -0.00450690 -0.01596603 0.99985545
1645868504.18582797 36.43207734 6.79601065 -1.43129562 0.00311918 -0.00506585 -0.03271380 0.99944705
1645868505.12118411 36.94562624 6.76134895 -1.48137948 0.00315118 -0.00522172 -0.03017870 0.99952591
1645868506.11922407 37.48326029 6.75423899 -1.48507255 0.00348141 -0.00491377 -0.02383276 0.99969782
1645868507.01929212 38.01833021 6.74755130 -1.47943790 0.00378502 -0.00494018 -0.02691277 0.99961841
1645868507.85135388 38.53763572 6.74932438 -1.49708140 0.00230124 -0.00489960 -0.04659684 0.99889911
1645868508.68488193 39.07157556 6.70753520 -1.49786368 0.00335694 -0.00444711 -0.03138415 0.99949187
1645868509.45850611 39.60858704 6.66787314 -1.53104150 0.00337536 -0.00434133 -0.03159407 0.99948566
1645868510.18259192 40.15623139 6.63268631 -1.54199629 0.00405057 -0.00389578 -0.02651592 0.99963259
1645868510.85733390 40.65747064 6.61809356 -1.56740243 0.00435863 -0.00395731 -0.02555131 0.99965618
